x1	x2	x3		Y
-4.92	92.17	87.06		2857.5
43.86	60.48	15.51		1617.825
53.60	85.64	72.19		3084.525
13.60	24.25	9.55		667.475
97.12	79.21	37.09		2809.025
88.51	76.70	14.06		2282.25
67.59	7.42	44.09		1559.375
17.02	85.97	96.11		3142.275
11.76	80.48	73.61		2613.575
30.05	-4.78	63.03		1332.425
25.34	50.97	72.60		2289.05
71.18	60.85	44.30		2400.4
26.08	34.30	51.06		1669.45
77.27	2.83	79.05		2199.125
59.35	26.99	92.45		2616.825
79.39	15.73	68.76		2233.75
-1.69	47.46	31.43		1245.625
11.39	98.71	29.08		2104.05
68.51	9.73	81.76		2262.45
18.87	37.87	16.44		1045.05
88.43	44.27	92.66		3170.5
88.63	9.30	46.18		1834.55
55.32	70.35	20.00		1959.05
98.22	55.78	41.39		2543.825
-4.77	60.25	35.43		1476.675
40.80	61.07	36.57		1964.625
42.85	43.68	51.56		1986.6
43.05	90.64	27.97		2280.175
-1.75	50.22	45.29		1528.975
72.58	17.18	42.11		1721.025
75.04	97.55	95.84		3891.45
9.51	5.38	13.22		407.75
59.31	23.63	41.28		1670.55
12.42	49.60	22.46		1261.85
40.64	83.90	85.78		3166.65
81.30	41.96	53.44		2378.2
75.20	47.78	89.39		3033.625
79.01	44.60	47.57		2292.175
20.00	50.46	99.06		2691.05
19.15	4.81	22.85		664.125
10.74	56.06	-2.33		908.125
77.60	28.67	83.34		2665.1
96.27	89.44	70.19		3533.225
82.70	64.40	-0.68		1781.7
54.11	77.00	5.32		1789.8
35.89	29.72	-5.00		717.8
12.01	5.84	22.89		608.875
96.70	45.94	9.10		1815.95
94.42	65.15	97.20		3623.05
15.20	19.35	65.21		1584.025
59.53	25.10	18.57		1297.375
5.01	77.89	89.04		2777.25
48.02	37.31	63.93		2159.225
83.80	93.61	73.72		3532.85
73.78	36.87	-3.42		1231.6
39.76	57.43	53.45		2195.025
90.15	3.52	76.57		2294.875
62.74	-0.12	-1.72		596.1
89.89	88.95	54.38		3185.4
93.26	61.45	95.71		3529.875
49.98	18.75	36.82		1426
63.58	91.01	94.97		3663.525
43.62	41.55	48.88		1915.45
27.31	67.22	74.30		2582.25
73.88	98.25	-1.20		2192.15
5.77	-3.73	79.94		1401.3
51.93	82.75	60.71		2823.575
76.42	98.35	61.54		3317
94.67	20.38	66.82		2422.35
11.86	42.27	32.62		1324.1
21.28	55.95	5.45		1148.025
47.63	87.96	10.57		1981.275
75.89	87.43	33.19		2651.775
63.34	47.75	56.92		2346.35
68.32	67.32	55.49		2664.675
57.81	63.46	-1.43		1505.575
25.57	35.90	62.25		1884.175
67.12	75.54	80.39		3211.725
11.45	5.23	10.98		385.7
19.95	7.50	57.23		1314.125
61.41	42.82	71.73		2512.275
11.52	87.12	61.65		2501.475
50.33	7.70	9.48		785.3
49.68	32.62	90.21		2565.375
79.28	45.16	46.22		2279.65
39.45	42.78	14.74		1294.75
41.25	24.91	52.29		1701.825
90.31	97.96	95.75		4048.725
7.90	61.93	16.87		1303.775
54.26	85.03	81.95		3252.775
49.36	92.50	89.87		3454.425
19.55	8.57	71.68		1579.05
72.37	87.57	17.06		2336.4
64.60	32.99	54.08		2087.85
84.37	46.41	32.39		2107.275
54.47	90.60	83.51		3365.725
47.30	44.54	93.88		2784.6
14.37	44.83	57.58		1824.4
73.22	76.25	69.11		3085.975
98.04	39.43	22.97		1974.425
71.53	65.14	18.97		2024.975
59.93	9.98	58.19		1767.925
6.34	69.18	53.95		2045.825
71.84	79.53	41.60		2639.95
51.80	3.38	34.77		1177.775
69.22	96.31	0.05		2138.325
40.29	58.72	97.85		2996.675
19.13	77.03	33.10		1926.6
68.17	13.12	97.29		2581.675
85.25	41.60	-1.72		1447
5.53	9.51	93.03		1826.575
59.28	45.17	25.04		1709.15
93.11	91.02	29.35		2810.625
67.95	92.42	57.20		3067.4
73.12	86.07	96.77		3716.325
18.55	49.28	19.28		1262.7
22.26	18.84	14.12		752.9
71.55	44.82	38.78		2067.05
98.56	55.52	4.24		1893.2
28.94	30.41	-2.96		694.35
4.38	58.59	48.56		1773.05
90.63	-2.41	28.46		1368.8
31.62	32.05	54.88		1757.95
64.40	93.76	30.43		2583.525
-1.13	59.00	47.62		1707.65
29.55	39.12	32.48		1451.3
17.00	23.23	63.91		1637.475
25.44	88.63	12.51		1803.375
16.77	76.53	-4.53		1236.975
93.41	16.16	41.51		1903.525
87.22	61.63	79.08		3181.15
19.82	52.11	5.28		1072.85
43.99	32.09	11.81		1128.525
10.56	86.75	46.66		2224
71.21	63.07	62.38		2750.4
74.41	7.58	68.57		2058.375
-1.24	13.57	80.82		1606.1
58.16	89.04	27.21		2393.975
83.78	15.19	48.62		1917.1
61.28	52.50	38.49		2074.475
52.58	92.90	82.94		3371.35
98.45	95.05	25.81		2862.525
79.17	35.27	42.08		2057.75
3.07	29.70	21.67		856.025
77.06	-3.76	35.38		1333.95
22.84	23.00	63.88		1691.9
45.89	98.28	10.40		2115.7
42.56	44.86	-0.35		1092.975
78.99	41.93	28.31		1914.875
33.37	80.28	99.04		3271.7
42.32	6.22	35.21		1133.275
-4.35	67.02	1.37		986.375
25.87	35.72	30.99		1337.425
46.78	62.12	14.41		1652.375
38.18	43.85	39.21		1726.325
79.75	68.39	1.70		1853.7
48.20	1.59	21.45		881.825
76.60	47.86	85.14		2974.45
-0.54	63.71	1.34		974.3
91.24	0.71	86.43		2436.175
68.53	91.73	80.02		3462.2
25.99	82.47	96.84		3192.25
3.68	6.54	72.99		1412.825
24.31	40.56	-0.98		834.95
56.01	49.74	62.19		2395.125
53.87	17.94	51.88		1716.3
45.88	99.05	12.50		2163.9
11.15	1.93	-0.37		134.575
88.18	60.32	5.78		1888.35
44.21	13.76	60.78		1712.75
64.45	89.69	28.31		2485.875
60.40	27.78	2.45		1064.175
45.91	-1.78	0.09		434.575
2.49	23.47	49.55		1244.675
37.67	8.27	-2.36		460.05
48.39	81.49	52.88		2632.25
46.21	36.81	34.30		1615.1
13.00	6.43	85.00		1714.55
12.02	42.81	46.27		1572.675
-3.11	68.59	78.91		2379.275
72.18	-0.91	53.42		1643.6
80.45	31.08	33.05		1849.675
-0.46	33.59	57.69		1509.425
31.43	97.50	56.74		2770.35
-2.87	30.18	65.44		1569.8
81.08	85.41	19.85		2439.925
78.60	93.65	69.22		3402.7
54.27	32.06	37.38		1678.35
64.31	55.48	38.37		2147.375
96.37	39.99	84.31		3039.575
7.07	25.90	66.64		1626
99.47	83.54	10.64		2434.6
50.32	6.12	9.68		765
33.16	0.13	42.09		1070.725
81.02	41.66	12.06		1646.75
28.90	10.90	42.42		1195.45
96.17	56.39	86.82		3327.5
35.25	87.90	71.08		2915.5
84.82	98.47	13.81		2567.525
30.85	25.54	53.25		1624.075
34.25	23.81	26.14		1157.7
14.68	69.18	36.74		1828.05
78.47	21.10	76.41		2438.975
67.30	74.74	1.71		1824.625
18.90	46.89	73.42		2177.8
75.18	66.20	41.77		2476.375
41.64	24.40	28.61		1283.675
29.57	4.39	98.46		2085.2
53.44	77.91	42.28		2443.55
68.46	73.55	93.75		3429.075
51.45	81.38	98.40		3457.8
73.97	9.76	31.78		1442.85
44.25	53.84	98.88		2981.1
59.00	37.15	7.51		1279.275
30.17	34.66	16.28		1107.1
55.86	20.17	79.63		2255.275
9.81	46.65	78.86		2178.5
91.21	91.74	91.75		3894.425
22.36	52.71	21.20		1385.85
63.80	11.53	2.81		860.725
19.60	86.18	86.42		3001.65
7.79	92.93	77.82		2834.3
79.48	56.35	62.58		2735.8
25.01	58.91	90.25		2713.725
40.29	78.26	71.06		2820.95
75.25	47.20	71.32		2709.2
87.32	43.75	-1.50		1503.8
28.94	16.87	0.63		554.075
74.98	86.19	23.13		2448.025
81.05	51.14	37.98		2242.85
19.30	6.20	5.11		376.025
8.14	79.76	32.29		1843.475
65.87	8.83	77.02		2139.6
91.82	-0.05	78.74		2296
3.48	40.67	59.82		1692.3
21.70	12.76	91.31		2006.925
62.75	11.39	50.73		1686.725
37.78	95.65	97.03		3511.175
-4.20	7.23	47.98		906.7
68.67	29.79	97.09		2833.225
52.82	42.08	6.17		1267.975
86.62	62.87	91.49		3410.925
14.16	-1.20	77.91		1487.625
53.06	67.89	16.66		1841.1
53.86	58.45	18.18		1734.1
-1.36	2.62	98.37		1747.775
52.45	46.22	33.73		1808.675
45.58	89.07	54.54		2746.9
48.45	19.02	9.04		928.6
78.80	50.91	93.66		3191.3
62.60	59.77	44.15		2295.775
28.37	-3.34	73.68		1523.6
95.73	80.26	31.42		2711.65
94.08	66.37	89.44		3502.15
48.32	4.15	94.91		2206.975
34.68	57.78	66.20		2372.6
14.08	77.97	6.95		1432.575
28.72	45.56	20.98		1338.35
93.68	11.91	20.61		1476.725
80.73	68.76	88.08		3380.7
20.95	42.61	50.79		1738.075
68.41	66.11	48.00		2516.35
19.97	46.50	0.81		911.975
2.07	48.06	39.68		1436.6
-0.37	96.59	2.43		1488.275
73.21	24.81	51.56		2007.15
97.82	71.40	27.09		2523.875
61.22	32.24	34.94		1707.85
15.42	10.76	77.86		1678.75
-2.66	14.77	60.91		1261.475
58.70	16.92	44.68		1623.3
97.86	43.89	28.34		2133.5
99.59	77.89	26.03		2620.375
23.59	79.80	58.06		2449.55
11.21	-1.93	67.97		1273.225
-3.01	33.02	26.56		930.6
32.59	21.42	51.96		1557.1
86.35	9.24	16.68		1294.6
59.31	29.42	48.38		1881.65
17.30	7.10	3.89		348.175
25.41	43.53	19.28		1245.05
30.43	7.89	55.24		1389.95
97.18	71.60	69.66		3265.45
51.23	47.87	19.93		1579.725
46.58	82.60	76.28		3040.3
21.04	53.52	5.85		1116.175
25.08	31.95	0.04		731.35
24.43	19.87	69.51		1759.375
2.28	93.75	61.24		2501.35
66.51	32.92	94.81		2818.675
24.92	19.76	42.12		1283.3
70.16	13.96	91.36		2510.4
18.38	82.03	31.22		1961.2
88.61	5.77	64.73		2106.025
71.73	22.96	-0.37		1055.825
76.09	75.69	84.56		3376.65
54.21	64.26	60.98		2573.75
89.03	59.82	28.18		2281.35
79.03	61.69	33.45		2301.625
67.09	83.48	92.64		3544.9
-3.37	79.04	96.98		2849.65
75.52	63.08	46.05		2507.875
7.81	1.33	31.64		652.35
90.76	52.28	72.19		2955.725
86.99	60.10	10.35		1953.125
56.97	83.81	2.69		1874.525
64.06	6.00	86.22		2240.05
8.99	5.43	10.04		347.65
35.12	40.12	90.47		2536.825
9.25	84.29	73.26		2639.5
24.46	33.82	38.83		1432.025
43.83	47.54	74.15		2449.625
13.80	11.43	25.25		751.925
-3.75	29.57	81.25		1828.525
25.27	-4.07	-4.50		113.5
43.62	72.63	11.43		1726.275
2.99	-2.44	60.90		1059.65
12.46	27.59	99.18		2274.7
6.11	51.08	87.06		2351.45
63.35	73.38	21.09		2103.875
26.79	21.51	3.65		655.025
83.60	53.28	63.22		2742.15
-2.19	79.62	40.82		1887.35
41.09	67.76	22.97		1829.875
42.90	4.33	80.06		1895.6
58.53	26.11	17.28		1279.95
80.53	42.80	11.73		1653.175
98.73	81.20	46.35		3017.025
17.86	39.11	89.65		2334.725
-0.38	-1.52	31.19		519.825
-2.21	42.82	77.53		1977.575
28.16	47.58	80.31		2401.325
12.55	42.63	14.03		1011.075
-3.73	57.15	13.96		1064.85
16.92	71.99	62.01		2334.825
2.47	46.34	30.68		1257.3
66.87	73.17	56.77		2760.325
61.56	23.73	26.45		1435.025
34.61	21.49	33.08		1247.95
89.28	92.45	80.16		3682.95
2.11	13.19	54.13		1166.825
13.21	76.98	-4.62		1206.55
5.58	87.61	27.66		1854.6
81.51	51.72	98.27		3311.225
94.98	50.53	73.64		2997.05
33.93	48.07	91.34		2659.4
14.88	61.35	69.72		2289.75
64.50	88.53	93.22		3604.9
68.72	76.37	66.83		3002.875
79.53	44.68	15.74		1741.55
92.47	15.92	77.33		2517.375
83.36	10.79	32.88		1571.45
40.07	34.41	25.37		1361.425
50.01	38.77	61.41		2156.925
-0.02	93.72	27.02		1879.05
51.51	-1.45	14.98		756.1
19.01	46.02	14.08		1127.4
49.62	91.88	80.17		3277.975
20.22	81.20	42.59		2166.125
0.04	81.02	11.50		1417.55
55.49	78.22	24.34		2154.75
2.64	92.32	20.19		1765.125
91.72	88.77	14.28		2499.25
69.40	45.30	67.96		2563.4
26.55	12.21	19.14		784.2
56.56	63.47	81.14		2938.2
84.52	41.16	41.89		2196.275
62.99	29.51	78.61		2448.825
81.38	25.72	41.68		1929.6
29.62	98.53	60.29		2829.825
-4.91	32.08	57.01		1430.375
4.90	41.01	58.71		1692.175
41.81	94.06	76.07		3160.825
7.05	90.99	58.75		2464.075
49.77	95.63	87.44		3462.95
57.50	14.57	93.94		2438.1
36.98	39.47	5.34		1055.9
